,Company,Level,Location,Salary,Title
28,        Booz Allen Hamilton,senior_level,"Washington, DC 20012 (Takoma Park area)",100000,"Operations Research Analyst, Senior"
29,        SAIC,senior_level,"Lanham, MD",100000,Regulatory Analyst – FAA eFAST
30,        ID Technologies,senior_level,"McLean, VA",100000,Senior Operations Data Analyst – Operations
31,        PCI Strategic Management,senior_level,"Washington, DC",100000,DoD Aviation Policy Senior Analyst (Secret Clearance)
32,        Applied Memetics LLC,senior_level,"Arlington, VA",100000,ERP Systems Analyst
33,        Dantech Corporation,senior_level,"Arlington, VA",100000,"Senior Data Architect (576247) // US or GC // DC, MD, or VA..."
34,        General Dynamics Mission Systems,senior_level,"Washington, DC",100000,Data Scientist
35,        Hilton Corporate,senior_level,"Columbia, MD 21046",100000,"Senior Analyst, Category Intelligence"
36,        SAIC,senior_level,"McLean, VA",100000,Logistics Management Analyst - Ship Engineering Programs
37,        Catapult,senior_level,"Annapolis Junction, MD",100000,Sr. Data Scientist - Remote position
38,"        Technical Management Resources, Inc.",senior_level,"Arlington, VA 22201 (Lyon Village area)",100000,Data Scientist
39,        Advantage SCI,senior_level,"Tysons Corner, VA",100000,Intelligence Analyst – Subject Matter Expert
40,        Tsource,senior_level,"Washington, DC",100000,Data Analyst/Developer
41,        Technology Ventures,senior_level,"Alexandria, VA",100000,SAS Data Analyst Senior
42,"        Integral Consulting Services, Inc.",senior_level,"College Park, MD",100000,Data Analyst (Journeyman)
43,        Knowesis Inc.,senior_level,"Arlington, VA",100000,Senior Data Analyst-DoD ODEI
44,        PNC Financial Services Group,senior_level,"Washington, DC",100000,Portfolio Analytics & Strategy Analyst Sr
45,        SAIC,senior_level,"Washington, DC 20036 (Downtown area)",100000,Senior Test Analyst
46,        Institute for Defense Analyses,senior_level,"Washington, DC",100000,Research Analyst - Data Scientist
47,        Optimal Solutions Group,senior_level,"Washington, DC",100000,Data Scientist 1
48,        Catapult Solutions Group,senior_level,"Columbia, MD",100000,Sr. Data Scientist-REMOTE JOB!
49,        Intuitive.IT,senior_level,"Washington, DC",100000,Data Management Senior Analyst
50,        Climate Advisers,,,,"Managing Director, Forest & Finance Transparency"
51,        LTS,,,,Communications Analyst
52,        IntelliWare Systems,,,,Senior Program Analyst
53,        Laureate Education,,,,Sr Analyst Analytics
54,        Applied Insight,,,,Senior Operations Data Analyst – Operations
0,        Indeed,entry_level,"New York, NY 10011 (Chelsea area)",60000,Data Governance Analyst
1,        UnitedLex,entry_level,"New York, NY 10112 (Midtown area)",60000,Data Analyst
2,        Polar Air Cargo,entry_level,"New York, NY 10017 (Midtown area)",60000,Business Intelligence Analyst
3,        Hudson Advisors,entry_level,"New York, NY 10011 (Chelsea area)",60000,"Analyst, Commercial Real Estate"
4,        Barnes & Noble,entry_level,"New York, NY 10173 (Midtown area)",60000,Allocation Analyst
5,        Fragrance.com,entry_level,"Manhattan, NY",60000,Business Intelligence Analyst
6,        NYC Health + Hospitals,entry_level,"New York, NY",60000,"CIS Clinical Business Analyst, Level"
7,        Kepler,entry_level,"New York, NY 10018 (Clinton area)",60000,Data Analyst
8,        Deloitte,entry_level,"New York, NY",60000,"Analyst, Strategy and Research"
9,        DCC,entry_level,"New York, NY 10001 (Chelsea area)",60000,Skilled data analyst experienced in game result prediction
10,        Optimove,entry_level,"Manhattan, NY",60000,Data Analyst
11,        Undertone,entry_level,"New York, NY",60000,Data Analyst
12,        New York City NYC HOUSING AUTHORITY,entry_level,"New York, NY 10019 (Midtown area)",60000,Data Analyst
13,        Mars,entry_level,"New York, NY",60000,Data & Insight Analyst
14,        Octane Lending,entry_level,"Manhattan, NY",60000,Financial Data Analyst
15,        Barnes & Noble,entry_level,"New York, NY 10001 (Chelsea area)",60000,Allocation Analyst
16,        Albatross CX,entry_level,"New York, NY 10010 (Gramercy area)",60000,Data Analyst
17,        New York City DEPT OF YOUTH & COMM DEV SRVS,entry_level,"New York, NY",60000,Operations Analyst
18,        jump ramp,entry_level,"New York, NY 10011 (Chelsea area)",60000,Data Analyst
19,        SESAC,entry_level,"New York, NY",60000,"Data Analyst - New York, NY"
20,        Glassview Media,entry_level,"Brooklyn, NY 11201",60000,Data Analyst
21,        New York City DEPARTMENT OF TRANSPORTATION,entry_level,"New York, NY",60000,Bike Share Data Analyst
22,        Utilisave,entry_level,"New York, NY 10017 (Midtown area)",60000,Junior Business and Data Analyst
23,        PeerIQ,entry_level,"Queens, NY",60000,Data Operations Analyst
24,        Weber Shandwick,entry_level,"New York, NY 10023 (Upper West Side area)",60000,Business Strategy Analyst
25,        Criteo,entry_level,"New York, NY 10013 (Tribeca area)",60000,"Data Analyst, Global Supply, Analytics"
26,        Group One Trading,entry_level,"New York, NY 10036",60000,Data Analyst Intern
27,        Cardwell Beach,entry_level,"New York, NY 10003 (Greenwich Village area)",60000,Remote Freelance Data Analyst
28,        BuyerGenomics,entry_level,"New York, NY",60000,Data Analyst Intern to Full Time Hire
29,        Memorial Sloan Kettering,entry_level,"New York, NY 10011 (Chelsea area)",60000,Data Analyst - Health Outcomes
30,        New York City DEPT OF DESIGN & CONSTRUCTION,entry_level,"New York, NY",60000,Data Management and Information Analyst
31,        ASCAP,entry_level,"New York, NY 10017 (Midtown area)",60000,Multi-Territory Analyst
32,        Refinery29,entry_level,"New York, NY",60000,Analyst
33,        eMarketer,entry_level,"New York, NY 10017 (Midtown area)",60000,Analyst
34,"        J.Crew Group, Inc.",entry_level,"New York, NY",60000,Allocation Analyst
35,"        CMI Media and Compas, Inc.",entry_level,"Clinton, NJ",60000,"Analyst, Data Analytics"
36,        Criteo,entry_level,"New York, NY",60000,"Data Analyst, Global Supply"
37,        Time Warner,entry_level,"New York, NY",60000,HBO Research Analyst
38,        Memorial Sloan Kettering,entry_level,"New York, NY 10010 (Gramercy area)",60000,Junior Programmer / Data Analyst
39,        Percolate,entry_level,"New York, NY",60000,Product Data Analyst
40,        FAIR Health,entry_level,"New York, NY",60000,Healthcare Data Analyst
41,        HotelTonight,entry_level,"New York, NY",60000,Data Analyst
42,        Symbiountech,entry_level,"New York, NY 10016 (Gramercy area)",60000,Data Analyst
43,        Grailed,entry_level,"New York, NY",60000,Marketing Data Analyst
44,        Clear Street,entry_level,"Manhattan, NY",60000,FinTech Operations Data Analyst
45,        CrowdTwist,entry_level,"New York, NY",60000,Data Analyst
46,        Envisagegroup,entry_level,"New York, NY",60000,Bookkeeper/Data Analyst
47,        BazaarVoice,entry_level,"New York, NY",60000,Data Operations Analyst
48,        Sky I.T. Group (Sky Business Intelligence Team),entry_level,"New York, NY",60000,Operations data analyst
49,        adMarketplace,entry_level,"New York, NY",60000,Sr. Data Analyst
50,        Indeed,,,,Data Governance Analyst
51,        New York City HRA/DEPT OF SOCIAL SERVICES,,,,COORDINATED ENTRY RESEARCH ANALYST
52,        Casper,,,,"Analyst, Data & Analytics"
53,        AMC Networks Inc.,,,,Analyst - Research
54,        RAPP,,,,Data Analyst
55,        New American Economy,,,,Data Analyst & Research Associate
56,        AMC Networks,,,,Analyst - Research
0,        Nestle Nespresso,mid_level,"New York, NY 10017 (Midtown area)",60000,Business Analyst
1,        Foundation for a Smoke-Free World,mid_level,"New York, NY 10018 (Clinton area)",60000,Data Analyst
2,        Nestle Nespresso,mid_level,"New York, NY 10038 (Financial District area)",60000,Sales Forecast Analyst
3,        Jamaica Hospital Medical Center,mid_level,"New York, NY",60000,Storage Analyst
4,        BankUnited,mid_level,"New York, NY 10020 (Midtown area)",60000,Commercial Loan Data Analyst
5,        Nestle Waters North America,mid_level,"New York, NY",60000,Customer Marketing Analyst
6,        Foundation for a Smoke-Free World,mid_level,"New York, NY 10011 (Chelsea area)",60000,Data Analyst
7,        Major League Soccer,mid_level,"New York, NY",60000,Data Analyst
8,        NYC Health + Hospitals,mid_level,"Manhattan, NY",60000,HIV Data Analyst
9,        Fareportal Inc.,mid_level,"New York, NY 10017 (Midtown area)",60000,Data Analyst
10,        Rockefeller Capital Management,mid_level,"New York, NY",60000,Data Analyst
11,        Mayor's Office of Contract Services,mid_level,"New York, NY",60000,"Policy Analyst, Mayor's Office for Economic Opportunity"
12,        Atlantic Media,mid_level,"New York, NY",60000,Data Analyst
13,        Starry,mid_level,"New York, NY",60000,Data Analyst
14,        New York City DEPT OF HEALTH/MENTAL HYGIENE,mid_level,"Astoria, NY",60000,"Data Analyst, Office of the Executive Deputy Commissioner"
15,        Memorial Sloan Kettering,mid_level,"Manhattan, NY",60000,Data Analyst - Hospital Administration
16,        The Publisher Desk Inc,mid_level,"New York, NY 10115 (Hamilton Heights area)",60000,Performance Analyst
17,        Rabobank,mid_level,"Brooklyn, NY",60000,Startup Innovation Data Intelligence Analyst
18,        Defined Clarity,mid_level,"New York, NY",60000,Data Analyst / Data Scientist
19,        Newmark Knight Frank,mid_level,"New York, NY 10019 (Midtown area)",60000,Business Analyst
20,        Goodwill Industries of Greater NY and Northern NJ...,mid_level,"New York, NY",60000,Statistical Data Analyst - Astoria NY
21,        BASIS Curriculum Schools,mid_level,"New York, NY 10002 (Lower East Side area)",60000,School Data Analyst
22,        World Science Festival,mid_level,"New York, NY",60000,Business and Data Analyst
23,        New York City MAYORS OFFICE OF CONTRACT SVCS,mid_level,"New York, NY",60000,"Policy Analyst, Mayor's Office for Economic Opportunity"
24,        Non Profit in Downtown NYC,mid_level,"New York, NY",60000,Customer Service Analyst
25,        EXL,mid_level,"New York, NY 10010 (Gramercy area)",60000,Data Analyst Associate
26,        Time Warner,mid_level,"New York, NY 10007 (Financial District area)",60000,Inventory & Insights Analyst
27,        Bluecore,mid_level,"New York, NY",60000,Data Insights Analyst
28,        Fidelis Care,mid_level,"New York, NY 10010 (Gramercy area)",60000,Data Analyst II
29,        MoneyLion,mid_level,"New York, NY",60000,Data Analyst
30,        Prodigy Network & The Assemblage,mid_level,"New York, NY",60000,Data Analyst
31,        Community Healthcare Network,mid_level,"New York, NY",60000,Data Management Analyst
32,        Rapid Ratings,mid_level,"Brooklyn, NY 11220 (Sunset Park area)",60000,Quantitative Data Analyst
33,        Success Academy Charter Schools,mid_level,"New York, NY 10004 (Financial District area)",60000,Data Analyst
34,        Compass,mid_level,"New York, NY",60000,Data Analyst
35,        American Eagle Outfitters,mid_level,"New York, NY",60000,Analyst
36,        Brookfield Asset Management,mid_level,"Brooklyn, NY 11204 (Mapleton-Flatlands area)",60000,Private Funds Strategy Analyst
37,        NYC Health + Hospitals,mid_level,"Manhattan, NY",60000,Population Health Data/Business Analyst - OneCity Health
38,        Elderplan,mid_level,"New York, NY",60000,QM Data Analyst
39,        Last Mile Health,mid_level,"New York, NY 10019 (Midtown area)",60000,Data Analyst
40,        Mondo,mid_level,"New York, NY 10017 (Midtown area)",60000,Data Integrations Business Analyst
41,        Office of the Special Narcotics Prosecutor,mid_level,"New York, NY",60000,Criminal Analyst
42,        Aday,mid_level,"Manhattan, NY",60000,Data Analyst
43,        VillageCare,mid_level,"New York, NY",60000,Data Scientist
44,        Columbia University,mid_level,"New York, NY",60000,Data Analyst
45,        Graphika,mid_level,"New York, NY",60000,Research Analyst
46,        Facebook,mid_level,"New York, NY 10017 (Midtown area)",60000,Headcount Analyst - Biz Mission Control
47,        CompStak,mid_level,"New York, NY 10013 (Tribeca area)",60000,Data Quality Analyst
48,        New York City DEPARTMENT OF CITY PLANNING,mid_level,"New York, NY 10036",60000,Planning Coordination Analyst
49,        Cityblock Health,mid_level,"New York, NY",60000,Data Analyst
50,        Ralph Lauren,,,,"Customer Insights Analyst, Data Science, CIEM"
51,        Indeed,,,,Product Analytics Analyst
52,        FirstService Residential,,,,Data Analyst Supervisor
53,        Squarespace,,,,"Financial Analyst, Technology"
54,        Elevate Services,,,,Conflicts Analyst
55,        NYU Langone,,,,Data Analyst
0,"        Lumesis, Inc.",senior_level,"Long Island City, NY",60000,Sr. Municipal Data Analyst
1,        Comcast,senior_level,"New York, NY 10036",60000,Sr. Data Operations Analyst
2,        PR MANAGEMENT,senior_level,"New York, NY",60000,"Sr Data Scientist, Analytics and Advertising"
3,        Motion Recruitment Partners,senior_level,"New York, NY 10005 (Financial District area)",60000,Senior Research Analyst
4,        Entertainment Benefits Group,senior_level,"New York, NY 10019 (Midtown area)",60000,"Senior Analyst, Sales and Revenue Optimization"
5,        JetBlue Airways Corporation,senior_level,"New York, NY",60000,Senior Analyst Data Cust Relation Mgmt
6,        Comcast,senior_level,"New York, NY",60000,Sr. Data Operations Analyst
7,        DLS Professional Services/ Cisco,senior_level,"New York, NY 10010 (Gramercy area)",60000,Senior Data Analyst
8,        Jordan & Jordan,senior_level,"Manhattan, NY",60000,Sr. Data Analyst
9,        Universal Music Group,senior_level,"Manhattan, NY",60000,"Senior Data Analyst, Artist Insights"
10,        New York Life Insurance Co,senior_level,"New York, NY",60000,Senior Data Intelligence Analyst
11,        Gear Patrol,senior_level,"New York, NY 10036",60000,"Sr. Analyst, Strategic Insights & Data Analytics"
